Student ID,Mechanics,Momentum,Gravity,Electricity,Magnetism,Relativity,Time: Mechanics,Time: Momentum,Time: Gravity,Time: Electricity,Time: Magnetism,Time: Relativity
Student 60,4.64433393979699,5.3259622081089,4.9885091738201,5.04147071922572,5.38129444430229,5.24486827769676,30.924110741163,45.1505655365704,40.0606291200682,43.3099917801643,37.3104836121333,40.9378520831902
Student 61,5.34433393979699,4.7259622081089,4.3885091738201,5.14147071922572,5.28129444430229,4.74486827769676,28.0861381492277,44.565276634049,44.2162788420316,25.4512247643671,40.3555517100425,37.9564292366427
Student 62,5.14433393979699,4.7259622081089,4.3885091738201,4.34147071922572,4.98129444430229,4.94486827769676,23.5594410428343,35.7242867006416,34.1670316376545,34.6229474515472,44.9159090215407,33.0267030770171
Student 63,5.74433393979699,5.2259622081089,4.7885091738201,5.34147071922572,5.48129444430229,5.74486827769676,30.3057438513566,34.0462902908377,40.4550953407797,29.0956495100907,38.0752060260403,33.4158711307334
Student 64,4.84433393979699,5.3259622081089,5.2885091738201,4.94147071922572,5.18129444430229,5.24486827769676,-2.58727421802515,21.6262193318609,17.5653441839507,2.78403444403191,16.5700365878753,15.5900148101448
Student 65,4.94433393979699,4.9259622081089,5.0885091738201,,4.98129444430229,5.64486827769676,27.8923390385114,34.6380217062591,33.4071790366727,,44.8480984857658,42.8981276625564
Student 66,5.44433393979699,4.8259622081089,,5.24147071922572,5.38129444430229,4.94486827769676,28.6768055572204,40.96950857612,,26.011903411696,41.6836961551382,38.1140871798225
Student 67,2.74433393979699,3.1259622081089,2.6885091738201,2.94147071922572,2.48129444430229,2.84486827769676,35.685770765031,44.3392904980409,43.4837113640598,42.8745139361886,47.0383101560848,31.7670110145821
Student 68,,4.6259622081089,5.0885091738201,4.84147071922572,5.58129444430229,5.04486827769676,,19.7936845834017,16.0903409611822,8.87142182603311,29.9714961116224,8.08750704230153
Student 69,5.24433393979699,5.02596220810889,5.6885091738201,5.54147071922572,5.28129444430229,5.04486827769676,8.03617917752302,20.047450152177,14.1865783680867,15.0898189110239,20.6764046934384,10.2194140926529
Student 70,4.94433393979699,4.9259622081089,4.8885091738201,5.24147071922572,5.08129444430229,5.14486827769676,33.1843319687148,33.7462941170258,46.6524908956154,35.7494712988702,33.0453077173578,34.068423000971
Student 71,5.54433393979699,4.9259622081089,4.9885091738201,4.74147071922572,5.28129444430229,4.84486827769676,27.9759521133013,34.3310173047868,26.6316606440557,32.9725298309296,38.7609397707062,33.570038349359
Student 72,5.54433393979699,4.8259622081089,5.5885091738201,4.64147071922572,5.18129444430229,5.34486827769676,12.3819622238184,17.5533393743667,17.8670817178901,7.10862476941921,24.0535317765897,16.7619750748753
Student 73,5.54433393979699,5.6259622081089,5.0885091738201,5.44147071922572,5.18129444430229,5.04486827769676,26.8905011732284,35.0308187499159,36.0344806868412,28.1893685793352,41.8723737735433,32.1540800520334
Student 74,4.94433393979699,4.6259622081089,4.8885091738201,5.14147071922572,5.18129444430229,4.54486827769676,28.7585197444747,41.0575640864703,38.7287046636763,30.9871393539257,32.8775362911793,44.3928102320851
Student 75,5.34433393979699,5.3259622081089,5.0885091738201,5.24147071922572,4.88129444430229,4.94486827769676,16.0122672338746,35.3912459963646,30.1971055036686,28.0333130275538,44.8096708058404,33.6216504315793
Student 76,3.14433393979699,2.72596220810889,2.4885091738201,2.84147071922572,2.78129444430229,2.64486827769676,6.78145834609052,24.6417864745396,17.4057667746112,13.9673436014312,24.3046201173733,28.2792888697625
Student 77,5.34433393979699,5.3259622081089,4.8885091738201,5.24147071922572,5.58129444430229,5.34486827769676,24.9689106720034,39.1637236264583,38.1481489196309,23.3395819342656,45.4611615232607,34.6916729360863
Student 78,5.54433393979699,,5.1885091738201,5.34147071922572,5.28129444430229,5.14486827769676,29.7064993534566,,37.0642521683854,33.685543385301,40.664784777556,33.0147637742866
Student 79,5.34433393979699,5.1259622081089,5.3885091738201,5.34147071922572,5.18129444430229,4.84486827769676,15.7846466958666,35.5148328835395,44.1243676511769,32.7949465445164,43.3555000212832,32.0149990511119
Student 80,5.44433393979699,5.3259622081089,5.1885091738201,5.14147071922572,5.18129444430229,4.94486827769676,21.5262995957241,42.2655885283701,37.8400830577773,29.855449134811,40.2394729046815,39.4383611327023
Student 81,5.24433393979699,5.4259622081089,4.8885091738201,5.44147071922572,5.08129444430229,4.74486827769676,25.4600955862847,41.8239681019331,40.3264092815353,25.2407779025875,33.6380035928308,26.6499094720326
Student 82,2.54433393979699,2.22596220810889,2.2885091738201,2.24147071922572,2.48129444430229,2.44486827769676,35.4706285717353,46.7530422806845,36.1972696288854,34.8993769335084,37.6124528424765,41.4575482013612
Student 83,5.84433393979699,5.1259622081089,,5.24147071922572,5.08129444430229,5.04486827769676,19.0715465972702,37.6161681341823,,30.7764312834506,37.8849959541918,44.5131119745979
Student 84,5.54433393979699,5.2259622081089,5.3885091738201,5.54147071922572,4.88129444430229,4.94486827769676,22.1696671187808,42.7736305710954,37.9908159368809,39.3118178592672,48.0773262369107,32.9023547694912
Student 85,5.14433393979699,5.02596220810889,5.3885091738201,5.14147071922572,4.48129444430229,4.94486827769676,23.8504106749189,42.9120790613957,31.8886049117237,39.3759906638214,39.3748359291932,30.7001871813703
Student 86,,5.2259622081089,5.4885091738201,5.14147071922572,5.78129444430229,5.04486827769676,,31.6086602084687,26.553733944775,30.8744196958149,42.392388920165,38.6991010075123
Student 87,5.04433393979699,4.9259622081089,5.2885091738201,5.34147071922572,5.38129444430229,5.34486827769676,4.46463385578846,16.8239987684559,23.9216671601664,10.0099494286204,21.6639400725025,13.3646198840733
Student 88,5.14433393979699,5.02596220810889,5.3885091738201,5.04147071922572,5.08129444430229,5.14486827769676,25.5104790168011,36.00182897427,33.494740345621,27.5594505936544,48.1433476669537,27.1991229532165
Student 89,4.94433393979699,4.9259622081089,4.3885091738201,5.04147071922572,4.98129444430229,4.64486827769676,5.96696340401228,17.4422263005443,14.9401395648178,7.76198395208322,22.6454758887693,20.5135406084059
Student 90,5.24433393979699,5.02596220810889,5.2885091738201,5.34147071922572,5.08129444430229,5.64486827769676,29.4032838052224,40.8504946613221,32.9386130619084,26.5565307130657,38.9567963568916,24.6951384922825
Student 91,4.94433393979699,4.52596220810889,4.6885091738201,5.04147071922572,5.18129444430229,4.24486827769676,10.9298777717891,19.785002278122,20.0347825870314,9.62085100433981,17.8007009212762,25.2236056341006
Student 92,5.14433393979699,5.3259622081089,4.8885091738201,4.74147071922572,5.18129444430229,4.94486827769676,27.8788052015228,38.5131595258221,42.5395935428594,36.961858438213,43.5127327196402,32.8509181137011
Student 93,5.34433393979699,5.2259622081089,4.9885091738201,5.74147071922572,5.38129444430229,5.24486827769676,18.0404207016705,23.1138461339039,44.8911676463128,26.7462008593569,32.0031138357912,37.4505759838512
Student 94,4.74433393979699,5.3259622081089,4.7885091738201,5.14147071922572,4.78129444430229,4.84486827769676,41.8117731767523,34.8485266804941,28.7272047274359,39.6800998796051,41.1873276107998,44.5500299174463
Student 95,2.94433393979699,2.5259622081089,2.2885091738201,2.44147071922572,2.38129444430229,2.74486827769676,42.4668133494369,45.4898071250263,41.1546867004987,30.0553959377222,43.1056052184366,43.5778595118469
Student 96,5.64433393979699,4.7259622081089,4.7885091738201,5.34147071922572,5.18129444430229,5.24486827769676,22.4828180915826,35.7764081047745,32.8652057177263,34.6756639881641,47.5621689002279,33.7388598242829
Student 97,4.74433393979699,5.02596220810889,5.2885091738201,5.24147071922572,4.58129444430229,4.64486827769676,34.4642649693171,34.7684638667975,34.1681966043444,16.8428766991141,38.5614499562154,36.1883690961924
Student 98,5.14433393979699,,4.7885091738201,4.34147071922572,5.38129444430229,4.64486827769676,19.4549317913079,,31.5800717259394,38.7929993418906,41.6521215468686,38.0286327881645
Student 99,5.34433393979699,5.02596220810889,5.1885091738201,4.74147071922572,5.08129444430229,5.04486827769676,-2.57093132931378,16.1727308922767,32.7338857776008,10.846182278534,28.4294606543077,21.3866357212294
Student 100,5.04433393979699,5.2259622081089,4.5885091738201,5.24147071922572,5.08129444430229,5.04486827769676,27.1159362970464,36.3503606195508,46.2803031348823,32.9450613222018,45.5881149474421,33.4360598044525
